[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyBase.........]	[logGeneral....................]	"Rolling over log file 5478004 exceeds configured 5000000"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[init..........................]	"Connecting to: mysql/localhost/ccdaa"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[init..........................]	"Successfully connected to mysql database ccdaa"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[__construct...................]	"Configured Successfully"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT
	s.id, pt.title, pt.description
FROM
	authorization AS a
	, preferences_text AS pt
	, sites AS s
WHERE
	pt.projects_id IS NULL
	AND s.id = a.sites_id
	AND a.name = :name
	AND a.token = :token
	AND pt.sites_id = s.id
	AND s.deleted_at = :deleted_at
	AND a.deleted_at = :deleted_at
	AND a.expired_at = :expired_at"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [name] => ccdaa_login_auth
    [token] => 7b02422a35016bf1499be3442b0311f8
    [deleted_at] => 0000-00-00 00:00:00
    [expired_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[init..........................]	"Selecting the site"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[getProject....................]	"Getting Project by sites_id (1) or projects_id ()"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_type] => projects
    [parent_type] => sites
    [parent_id] => 1
    [languages_id] => 0
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 1
    [object_type] => projects
    [languages_id] => 0
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value simple to type array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to autoplay array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 1 to preload array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to controls array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 0.5 to volume array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 1
    [object_type] => projects
    [languages_id] => 0
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value simple to type array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to autoplay array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 1 to preload array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to controls array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 0.5 to volume array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 1
    [object_type] => sites
    [languages_id] => all
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value simple to type array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value {"languages_id": "1","src":"/media/english/01.mp3"} to audio_src array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding first index {"languages_id": "2","src":"/media/spanish/01.mp3"} to audio_src array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to autoplay array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 1 to preload array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to controls array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 0.5 to volume array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT ll.*, pl.default FROM `preferences_languages` AS pl, lu_languages AS ll WHERE pl.lu_languages_id=ll.id AND pl.projects_id IS NULL AND pl.sites_id=:sites_id"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [sites_id] => 1
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[init..........................]	"Response: Site Data Collected"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[__construct...................]	"Configured Successfully"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[init..........................]	"Connecting to: mysql/localhost/ccdaa"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[init..........................]	"Successfully connected to mysql database ccdaa"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[__construct...................]	"Configured Successfully"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT
	s.id, pt.title, pt.description
FROM
	authorization AS a
	, preferences_text AS pt
	, sites AS s
WHERE
	pt.projects_id IS NULL
	AND s.id = a.sites_id
	AND a.name = :name
	AND a.token = :token
	AND pt.sites_id = s.id
	AND s.deleted_at = :deleted_at
	AND a.deleted_at = :deleted_at
	AND a.expired_at = :expired_at"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [name] => ccdaa_login_auth
    [token] => 7b02422a35016bf1499be3442b0311f8
    [deleted_at] => 0000-00-00 00:00:00
    [expired_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[init..........................]	"Selecting the site"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[getProject....................]	"Getting Project by sites_id (1) or projects_id ()"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_type] => projects
    [parent_type] => sites
    [parent_id] => 1
    [languages_id] => 0
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 1
    [object_type] => projects
    [languages_id] => 0
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value simple to type array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to autoplay array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 1 to preload array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to controls array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 0.5 to volume array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 1
    [object_type] => projects
    [languages_id] => 0
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value simple to type array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to autoplay array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 1 to preload array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to controls array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 0.5 to volume array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 1
    [object_type] => sites
    [languages_id] => all
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value simple to type array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value {"languages_id": "1","src":"/media/english/01.mp3"} to audio_src array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding first index {"languages_id": "2","src":"/media/spanish/01.mp3"} to audio_src array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to autoplay array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 1 to preload array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to controls array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 0.5 to volume array "	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT ll.*, pl.default FROM `preferences_languages` AS pl, lu_languages AS ll WHERE pl.lu_languages_id=ll.id AND pl.projects_id IS NULL AND pl.sites_id=:sites_id"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [sites_id] => 1
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[init..........................]	"Response: Site Data Collected"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[__construct...................]	"Configured Successfully"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[init..........................]	"Connecting to: mysql/localhost/ccdaa"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[init..........................]	"Successfully connected to mysql database ccdaa"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[__construct...................]	"Configured Successfully"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[authorize.....................]	"Making call to Authorize"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[authorize.....................]	"Array
(
    [app_name] => ccdaa
    [sites_id] => 1
    [projects_id] => 1
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing select query on table: authorization"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT id,token,sites_id,projects_id FROM authorization WHERE ((token=:token) AND (name=:name) AND (deleted_at=:deleted_at) AND (expired_at=:expired_at)) LIMIT 0, 30000"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [token] => 7b02422a35016bf1499be3442b0311f8
    [name] => ccdaa_login_auth
    [deleted_at] => 0000-00-00 00:00:00
    [expired_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing select query on table: authorization"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT id,passid,authorization_id FROM authorization WHERE ((authorization_id=:authorization_id) AND (name=:name) AND (sites_id=:sites_id) AND (projects_id=:projects_id) AND (sessions_id IS NULL) AND (token=:token) AND (updated_at=:updated_at) AND (expired_at=:expired_at) AND (deleted_at=:deleted_at) AND (checked_at=:checked_at)) ORDER BY passid ASC LIMIT 0, 1"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [authorization_id] => 1
    [name] => ccdaa_session_token
    [sites_id] => 1
    [projects_id] => 1
    [token] => 
    [updated_at] => 0000-00-00 00:00:00
    [deleted_at] => 0000-00-00 00:00:00
    [expired_at] => 0000-00-00 00:00:00
    [checked_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing update query on table: authorization"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"UPDATE authorization SET checked_at=:checked_at WHERE ((id=:id))"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [id] => 86
    [checked_at] => 2017-10-11 18:54:23
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[authorize.....................]	"Response: Get Pass ID"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[__construct...................]	"Configured Successfully"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[init..........................]	"Connecting to: mysql/localhost/ccdaa"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[init..........................]	"Successfully connected to mysql database ccdaa"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[__construct...................]	"Configured Successfully"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[authorize.....................]	"Making call to Authorize"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[authorize.....................]	"Array
(
    [app_name] => ccdaa
    [sites_id] => 1
    [projects_id] => 1
    [passkey] => 1234
    [passid] => 10084
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing select query on table: authorization"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT id,token,sites_id,projects_id FROM authorization WHERE ((token=:token) AND (name=:name) AND (deleted_at=:deleted_at) AND (expired_at=:expired_at)) LIMIT 0, 30000"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [token] => 7b02422a35016bf1499be3442b0311f8
    [name] => ccdaa_login_auth
    [deleted_at] => 0000-00-00 00:00:00
    [expired_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing select query on table: authorization"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT id,sites_id,projects_id FROM authorization WHERE ((passid=:passid) AND (name=:name) AND (sites_id=:sites_id) AND (projects_id=:projects_id) AND (passkey=:passkey) AND (sessions_id IS NULL) AND (token=:token) AND (updated_at=:updated_at) AND (expired_at=:expired_at) AND (deleted_at=:deleted_at)) LIMIT 0, 30000"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [passid] => 10084
    [name] => ccdaa_session_token
    [sites_id] => 1
    [projects_id] => 1
    [token] => 
    [passkey] => 1234
    [updated_at] => 0000-00-00 00:00:00
    [deleted_at] => 0000-00-00 00:00:00
    [expired_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[authorize.....................]	"Data supplied for new session:"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[authorize.....................]	"Array
(
    [0] => Array
        (
            [id] => 86
            [sites_id] => 1
            [projects_id] => 1
        )

)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing insert query on table: sessions"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"INSERT INTO sessions (token,authorization_id,ip_address,sites_id,projects_id) VALUES (:token,:authorization_id,:ip_address,:sites_id,:projects_id)"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [token] => 95ec1284a172c082a29dedcee195580f
    [authorization_id] => 86
    [ip_address] => 10.0.2.2
    [sites_id] => 1
    [projects_id] => 1
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing update query on table: authorization"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"UPDATE authorization SET sessions_id=:sessions_id,updated_at=:updated_at,token=:token,sites_id=:sites_id,projects_id=:projects_id WHERE ((id=:authorization_id))"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [authorization_id] => 86
    [token] => 95ec1284a172c082a29dedcee195580f
    [sessions_id] => 75
    [sites_id] => 1
    [projects_id] => 1
    [updated_at] => 2017-10-11 18:54:26
)
"	
[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[authorize.....................]	"Response: New Session Created"	
